"No","Date","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","sp500"
"562","2016-07-06",51.38,46.65,95.53,697.77,94.09,213620,142.51,116.7,122.64,737.61,31.74,2099.72998
"563","2016-07-07",51.38,46.8,95.94,695.36,92.96,212501,141.91,115.85,122.51,736.57,31.82,2097.899902
"564","2016-07-08",52.3,47.79,96.68,705.63,93.54,214720,143.65,117.24,122.85,745.81,32.2,2129.899902
"565","2016-07-11",52.59,48.08,96.98,715.09,93.89,215824,143.93,117.87,122.93,753.78,32.21,2137.159912
"566","2016-07-12",53.21,48.35,97.42,720.64,94.95,217050,144.67,117.93,122.92,748.21,32.26,2152.139893
"567","2016-07-13",53.51,48.27,96.87,716.98,94.88,218950,145.93,116.78,123,742.63,32.36,2152.429932
"568","2016-07-14",53.74,48.94,98.79,720.95,94.95,218590.5,145.73,117.29,123.18,741.2,32.63,2163.75
"569","2016-07-15",53.7,47.71,98.78,719.85,95.12,218990,145.97,116.86,123,735.44,32.88,2161.73999
"570","2016-07-18",53.96,48.28,99.83,733.78,94.82,219900,146.57,119.37,123.14,736.07,32.91,2166.889893
"571","2016-07-19",53.09,48.37,99.87,736.96,94.47,220265,146.92,120.61,125.25,739.95,32.93,2163.780029
"572","2016-07-20",55.91,48.61,99.96,741.19,93.93,219187,146.17,121.92,125.14,745.72,32.78,2173.02002
"573","2016-07-21",55.8,48.3,99.43,738.63,93.85,216315,144.35,120.61,125.15,744.43,32.59,2165.169922
"574","2016-07-22",56.57,48.32,98.66,742.74,94.01,216805,144.6,121,125.03,744.86,32.06,2175.030029
"575","2016-07-25",56.73,48.12,97.34,739.77,92.2,216005,144.14,121.63,124.89,739.61,31.64,2168.47998
"576","2016-07-26",56.76,47.97,96.67,738.42,91.53,216400,144.34,121.22,125.15,735.59,31.47,2169.179932
"577","2016-07-27",56.19,48,102.95,741.77,90.91,216300,144.19,123.34,124.77,736.67,31.28,2166.580078
"578","2016-07-28",56.21,48.13,104.34,745.91,90.2,216660,144.42,125,124.46,752.61,31.25,2170.060059
"579","2016-07-29",56.68,47.97,104.21,768.79,88.95,216000,144.27,123.94,125.23,758.81,31.14,2173.600098
"580","2016-08-01",56.58,47.81,106.05,772.88,85.86,215960,143.93,124.31,125.4,767.74,31.15,2170.840088
"581","2016-08-02",56.58,47.7,104.48,771.07,87.04,214900,143.31,123.09,124.85,760.58,31.05,2157.030029
"582","2016-08-03",56.97,47.57,105.79,773.18,87.49,215300,143.63,122.51,123.9,754.64,31.13,2163.790039
"583","2016-08-04",57.39,47.84,105.87,771.61,87.48,214830,143.12,124.36,123.86,760.77,31.17,2164.25
"584","2016-08-05",57.96,48.68,107.48,782.22,87.56,218010,145.65,125.15,124.24,765.98,31.28,2182.870117
"585","2016-08-08",58.06,48.91,108.37,781.76,88.59,218300,145.56,125.26,123.65,766.56,31.27,2180.889893
"586","2016-08-09",58.2,48.93,108.81,784.26,88.7,220605.05,147.22,125.06,123.43,768.31,31.3,2181.73999
"587","2016-08-10",58.02,48.18,108,784.68,86.41,220000,146.69,124.88,123.36,768.56,31.27,2175.48999
"588","2016-08-11",58.3,48.24,107.93,784.85,86.72,221890,147.74,124.9,123.77,771.24,31.29,2185.790039
"589","2016-08-12",57.94,47.9,108.18,783.22,87.85,221750,147.72,124.88,123.22,772.56,31.24,2184.050049
"590","2016-08-15",58.12,48.27,109.48,782.44,87.81,221995,147.78,123.9,122.31,768.49,31.24,2190.149902
"591","2016-08-16",57.44,48.44,109.38,777.14,87.92,220805,147.24,123.3,120.33,764.04,31.19,2178.149902
"592","2016-08-17",57.56,48.61,109.22,779.91,88.11,223889.98,149.08,124.37,121.31,764.63,31.29,2182.219971
"593","2016-08-18",57.6,48.53,109.08,777.5,88.91,223200,148.81,123.91,120.72,764.46,31.43,2187.02002
"594","2016-08-19",57.62,48.65,109.36,775.42,87.8,223040,148.75,123.56,119.92,757.31,31.25,2183.870117
"595","2016-08-22",57.67,48.63,108.51,772.15,87.99,222446,148.45,124.15,119.13,759.48,31.32,2182.639893
"596","2016-08-23",57.89,48.41,108.85,772.08,87.72,223500,148.77,124.37,119.44,762.45,31.23,2186.899902
"597","2016-08-24",57.95,48.63,108.03,769.64,88.02,222824,148.41,123.48,118.71,757.25,31.22,2175.439941
"598","2016-08-25",58.17,48.38,107.57,769.41,87.46,222999,148.64,123.89,118.57,759.22,31.21,2172.469971
"599","2016-08-26",58.03,48.51,106.94,769.54,87.27,222040,147.91,124.96,119.04,769,31.23,2169.040039
"600","2016-08-29",58.1,49.56,106.82,772.15,87.84,223400.05,149.3,126.54,119.92,771.29,31.36,2180.379883
"601","2016-08-30",57.89,50.62,106,769.09,87.52,224850,150.22,125.84,119.47,767.58,31.37,2176.120117
"602","2016-08-31",57.46,50.8,106.1,767.05,87.14,225760,150.49,126.12,119.34,769.16,31.24,2170.949951
"603","2016-09-01",57.59,50.43,106.73,768.78,86.84,225350.01,150.35,126.17,119.08,770.62,31.2,2170.860107
"604","2016-09-02",57.67,50.55,107.73,771.46,87.42,226050,150.72,126.51,119.32,772.44,31.29,2179.97998
"605","2016-09-06",57.61,49.99,107.7,780.08,88.57,225849,150.43,129.73,119.75,788.87,31.05,2186.47998
"606","2016-09-07",57.66,49.77,108.36,780.35,88.24,224230,149.58,131.05,119.61,784.48,31.06,2186.159912
"607","2016-09-08",57.43,49.9,105.52,775.32,89.05,224740,149.78,130.27,119.47,784.06,31.04,2181.300049
"608","2016-09-09",56.21,48.72,103.13,759.66,86.84,220109.99,146.62,127.1,118.23,760.14,30.11,2127.810059
"609","2016-09-12",57.05,48.54,105.44,769.02,87.29,223520,148.97,128.69,119.16,771.49,30.49,2159.040039
"610","2016-09-13",56.53,46.96,107.95,759.69,85.21,219150,146.23,127.21,117.61,761.01,29.85,2127.02002
"611","2016-09-14",56.26,46.52,111.77,762.49,84.6,218609.99,145.78,127.77,117.86,761.09,29.7,2125.77002
"612","2016-09-15",57.19,46.15,115.57,771.76,85.08,220339,146.66,128.35,118.63,769.69,29.75,2147.26001
"613","2016-09-16",57.25,45.43,114.92,768.88,84.03,218400,145.01,129.07,118.25,778.52,29.68,2139.159912
"614","2016-09-19",56.93,46.01,113.58,765.7,83.83,218000,145.24,128.65,117.66,775.1,29.43,2139.120117
"615","2016-09-20",56.81,46.56,113.57,771.41,82.54,217870,144.92,128.64,117.95,780.22,29.67,2139.76001
"616","2016-09-21",57.76,45.83,113.55,776.22,83.3,219440,146.46,129.94,118.91,789.74,29.85,2163.120117
"617","2016-09-22",57.82,45.72,114.62,787.21,83.54,219999.9,146.53,130.08,119.46,804.7,30.04,2177.179932
"618","2016-09-23",57.43,45.74,112.71,786.9,83.45,217750,145,127.96,118.81,805.75,29.89,2164.689941
"619","2016-09-26",56.9,44.88,112.88,774.21,83.06,216160,144.18,127.31,117.78,799.16,29.54,2146.100098
"620","2016-09-27",57.95,45.09,113.09,783.01,83.24,217960,145.34,128.69,119.22,816.11,29.88,2159.929932
"621","2016-09-28",58.03,45.31,113.95,781.56,86.9,217695,145.28,129.23,119.39,828.72,29.9,2171.370117
"622","2016-09-29",57.4,44.37,112.18,775.01,86.46,215300,143.59,128.09,117.27,829.05,29.53,2151.129883
"623","2016-09-30",57.6,44.28,113.05,777.29,87.28,216220,144.47,128.27,118.13,837.31,29.62,2168.27002
"624","2016-10-03",57.42,43.83,112.52,772.56,87.05,215700,143.76,128.77,118.81,836.74,29.64,2161.199951
"625","2016-10-04",57.24,43.75,113,776.43,86.25,214519.73,143.17,128.19,118.82,834.03,29.5,2150.48999
"626","2016-10-05",57.64,44.99,113.05,776.47,87,216300,144.15,128.47,119.18,844.36,29.5,2159.72998
"627","2016-10-06",57.74,45.18,113.89,776.86,87.04,215860,143.87,128.74,118.75,841.66,29.27,2160.77002
"628","2016-10-07",57.8,45.33,114.06,775.08,86.74,216640,144.52,128.99,119.24,839.43,29.08,2153.73999
"629","2016-10-10",58.04,45.65,116.05,785.94,88.44,217730,145.2,130.24,119.8,841.71,28.86,2163.659912
"630","2016-10-11",57.19,45.45,116.3,783.07,87.74,215920,143.95,128.88,117.64,831,28.92,2136.72998
"631","2016-10-12",57.11,45.32,117.34,786.14,87.13,217230,144.91,129.05,117.97,834.09,28.9,2139.179932
"632","2016-10-13",56.92,44.75,116.98,778.19,86.56,214660,143.22,127.82,118.26,829.28,28.77,2132.550049
"633","2016-10-14",57.42,44.71,117.63,778.53,86.54,216370,144.18,127.88,117.56,822.96,28.89,2132.97998
"634","2016-10-17",57.22,44.5,117.55,779.96,86.54,216225,143.8,127.54,118.49,812.95,28.85,2126.5
"635","2016-10-18",57.66,44.95,117.47,795.26,86.77,216300,144.3,128.57,115.41,817.65,28.98,2139.600098
"636","2016-10-19",57.53,45.26,117.12,801.56,87.17,217350,144.86,130.11,114.59,817.69,29.06,2144.290039
"637","2016-10-20",57.25,44.93,117.06,796.97,87.21,216975,144.49,130,114.87,810.32,29.07,2141.340088
"638","2016-10-21",59.66,45.09,116.6,799.37,86.62,215600,143.6,132.07,113.44,818.99,28.98,2141.159912
"639","2016-10-24",61,45.52,117.65,813.11,86.91,215500,143.83,133.28,113.61,838.09,28.92,2151.330078
"640","2016-10-25",60.99,45.72,118.25,807.67,86.72,215249.96,143.42,132.29,113.96,835.18,28.65,2143.159912
"641","2016-10-26",60.63,46.15,115.59,799.07,87.09,215840,143.94,131.04,114.56,822.59,28.87,2139.429932
"642","2016-10-27",60.1,46.41,114.48,795.35,86.92,216820,144.45,129.69,115.7,818.36,28.63,2133.040039
"643","2016-10-28",59.87,46.23,113.72,795.37,84.78,216200,144,131.29,115.33,776.32,29.22,2126.409912
"644","2016-10-31",59.92,46.01,113.54,784.54,83.32,215700,144.3,130.99,115.99,789.82,29.1,2126.149902
"645","2016-11-01",59.8,45.99,111.49,783.61,83.65,215370,143.63,129.5,115.34,785.41,28.88,2111.719971
"646","2016-11-02",59.43,45.24,111.59,768.7,83.45,214900,143.19,127.17,114.86,765.56,28.49,2097.939941
"647","2016-11-03",59.21,45.34,109.83,762.13,83.66,215001,143.64,120,115.03,767.03,28.28,2088.659912
"648","2016-11-04",58.71,44.6,108.84,762.02,83.57,214545,142.95,120.75,115.11,755.05,28.44,2085.179932
"649","2016-11-07",60.42,45.4,110.41,782.52,85.45,220303,146.91,122.15,116.66,784.93,29.31,2131.52002
"650","2016-11-08",60.47,45.54,111.06,790.51,85.31,221484.8,147.79,124.22,117.05,787.75,29.42,2139.560059
"651","2016-11-09",60.17,47.99,110.88,785.31,86.25,227134.98,151.28,123.18,120.31,771.88,29.63,2163.26001
"652","2016-11-10",58.7,51.63,107.79,762.56,87.05,233750,156.06,120.8,119.54,742.38,30.41,2167.47998
"653","2016-11-11",59.02,51.73,108.43,754.02,85.67,235220,156.82,119.02,118.47,739.01,30.71,2164.449951
"654","2016-11-14",58.12,53.22,105.71,736.08,85.28,236650,157.93,115.08,116.6,719.07,30.51,2164.199951
"655","2016-11-15",58.87,52.59,107.11,758.49,86.82,236000,157.46,117.2,116.32,743.24,30.75,2180.389893
"656","2016-11-16",59.65,51.68,109.99,764.48,85.75,235470,157.08,116.34,116.36,746.49,30.74,2176.939941
"657","2016-11-17",60.64,52.49,109.95,771.23,85.23,237550,158.39,117.79,116.57,756.4,30.79,2187.120117
"658","2016-11-18",60.35,52.82,110.06,760.54,85.28,236391,157.75,117.02,115.36,760.16,30.67,2181.899902
"659","2016-11-21",60.86,52.12,111.73,769.2,86.49,237500,158.71,121.77,115,780,30.87,2198.179932
"660","2016-11-22",61.12,52.22,111.8,768.27,86.68,237801,158.66,121.47,112.74,785.33,31.18,2202.939941
"661","2016-11-23",60.4,52.16,111.23,760.99,86.92,237070,158.11,120.84,113.07,780.12,31.34,2204.719971
"662","2016-11-25",60.53,52.62,111.79,761.68,87.12,237085,158.18,120.38,114.13,780.37,31.44,2213.350098
"663","2016-11-28",60.61,51.58,111.57,768.24,86.47,235400,156.97,120.41,113.13,766.77,31.25,2201.719971
"664","2016-11-29",61.09,51.86,111.46,770.84,85.9,236391,157.68,120.87,112.48,762.52,31.05,2204.659912
"665","2016-11-30",60.26,52.92,110.52,758.04,87.3,237000,157.44,118.51,111.3,750.57,30.76,2198.810059
"666","2016-12-01",59.2,54.34,109.49,747.92,87.24,239821,160.12,115.1,111.38,743.65,31.39,2191.080078
"667","2016-12-02",59.25,53.58,109.9,750.5,87.04,239070,159.39,115.4,111.96,740.34,31.34,2191.949951
"668","2016-12-05",60.22,54.35,109.11,762.52,87.48,240000,160.21,117.445,111.94,759.36,31.11,2204.709961
"669","2016-12-06",59.95,55.55,109.95,759.11,87.56,241836,161.34,117.31,112.06,764.72,31.17,2212.22998
"670","2016-12-07",61.37,57.28,111.03,771.19,88.07,246380.05,164.69,117.95,111.1,770.42,31.6,2241.350098
"671","2016-12-08",61.01,57.29,112.12,776.42,88.32,246120,164.11,118.91,110.99,767.33,31.53,2246.189941
"672","2016-12-09",61.97,57.14,113.95,789.29,89,247190,164.86,119.68,112.26,768.66,31.78,2259.530029
"673","2016-12-12",62.17,55.78,113.3,789.27,90.98,248888.68,166.12,117.72,115.36,760.12,31.86,2256.959961
"674","2016-12-13",62.98,55.84,115.19,796.1,92.58,249711,166.58,120.31,115.89,774.34,31.74,2271.719971
"675","2016-12-14",62.68,54.7,115.19,797.07,90.58,247120,165.06,120.21,114.99,768.82,31.5,2253.280029
"676","2016-12-15",62.58,55.19,115.82,797.85,90.89,248271,165.73,120.57,115.89,761,31.26,2262.030029
"677","2016-12-16",62.3,55.34,115.97,790.8,91.18,246405,164.76,119.87,115.88,757.77,31.75,2258.070068
"678","2016-12-19",63.62,55.22,116.64,794.2,90.42,248330,165.35,119.24,116.02,766,31.92,2262.530029
"679","2016-12-20",63.54,56.1,116.95,796.42,90.43,249041,166.36,119.07,115.66,771.22,32.25,2270.76001
"680","2016-12-21",63.54,55.71,117.06,794.56,90.28,248631,165.95,119.04,115.31,770.6,32.13,2265.179932
"681","2016-12-22",63.55,55.75,116.29,791.26,90.87,249000,166.03,117.4,115.44,766.34,31.82,2260.959961
"682","2016-12-23",63.24,55.96,116.52,789.91,90.71,248000,165.32,117.27,115.96,760.59,31.88,2263.790039
"683","2016-12-27",63.28,55.95,117.26,791.55,90.75,247300,164.95,118.01,115.91,771.4,31.9,2268.879883
"684","2016-12-28",62.99,55.32,116.76,785.05,90.3,245330,163.75,116.92,115.1,772.13,31.7,2249.919922
"685","2016-12-29",62.9,54.84,116.73,782.79,90.35,244500,163.05,116.35,115.49,765.15,31.71,2249.26001
"686","2016-12-30",62.14,55.11,115.82,771.82,90.26,244121,162.98,115.05,115.21,749.87,31.6,2238.830078
"687","2017-01-03",62.58,56,116.15,786.13,90.89,245850,163.83,116.82,115.84,753.67,31.69,2257.830078
"688","2017-01-04",62.3,56.05,116.02,786.9,89.89,246599.99,164.08,118.69,115.65,757.18,31.7,2270.75
"689","2017-01-05",62.3,55.18,116.61,794.02,88.55,244851.5,163.3,120.67,116.86,780.45,31.52,2269
"690","2017-01-06",62.84,55.04,117.91,806.15,88.5,245394,163.41,123.41,116.3,795.99,31.61,2276.97998
"691","2017-01-09",62.64,54.24,118.99,806.65,87.04,243111,162.02,124.9,116.28,796.92,31.46,2268.899902
"692","2017-01-10",62.62,54.62,119.11,804.79,85.93,242077,161.47,124.35,116.16,795.9,31.37,2268.899902
"693","2017-01-11",63.19,54.8,119.75,807.91,86.81,243160,162.23,126.09,114.73,799.02,31.47,2275.320068
"694","2017-01-12",62.61,54.5,119.25,806.36,86.34,242849.9,161.41,126.62,114.62,813.64,31.39,2270.439941
"695","2017-01-13",62.7,55.31,119.04,807.88,86.35,242500.05,161.9,128.34,114.6,817.14,31.36,2274.639893
"696","2017-01-17",62.53,53.78,120,804.61,87.36,239166,159.64,127.835,114.87,809.72,31.27,2267.889893
"697","2017-01-18",62.5,54.27,119.99,806.07,86.28,240700,160.49,127.92,114.7,807.48,31.23,2271.889893
"698","2017-01-19",62.3,54.58,119.78,802.175,84.73,239120,159.41,127.55,114.2,809.04,31.21,2263.689941
"699","2017-01-20",62.74,55.07,120,805.02,85.89,240280,160.21,127.04,114.15,808.33,30.53,2271.310059
"700","2017-01-23",62.96,54.25,120.08,819.31,84.97,238100.05,158.81,128.93,113.91,817.88,29.75,2265.199951
"701","2017-01-24",63.52,54.7,119.97,823.87,85.09,240940.05,160.72,129.37,111.76,822.44,30,2280.070068
"702","2017-01-25",63.68,56.62,121.88,835.67,85.34,246340,164.25,131.48,112.8,836.52,30.37,2298.370117
"703","2017-01-26",64.27,57.18,121.94,832.15,85.6,247640,164.92,132.78,111.84,839.15,30.32,2296.679932
"704","2017-01-27",65.78,56.59,121.95,823.31,85.51,246999.99,164.41,132.18,113.38,835.77,30.01,2294.689941
"705","2017-01-30",65.13,56.08,121.63,802.32,84.86,246500.01,164.8,130.98,113.13,830.38,29.96,2280.899902
"706","2017-01-31",64.65,56.33,121.35,796.79,83.89,245980.35,164.14,130.32,113.25,823.48,29.7,2278.870117
"707","2017-02-01",63.58,55.91,128.75,795.695,82.94,245430,163.61,133.23,113.23,832.35,29.69,2279.550049
"708","2017-02-02",63.17,55.75,128.53,798.53,83.45,244330,162.96,130.84,113.57,839.95,29.68,2280.850098
"709","2017-02-03",63.68,57.27,129.08,801.49,83.54,245646,163.94,130.88,113.64,810.2,29.7,2297.419922
"710","2017-02-06",63.64,56.55,130.29,801.34,83.31,244825.33,163.42,132.06,113.4,807.64,29.66,2292.560059
"711","2017-02-07",63.43,56.34,131.53,806.97,82.77,244260,162.93,131.84,113.48,812.5,29.56,2293.080078
"712","2017-02-08",63.34,55.63,132.04,808.38,81.48,244151,162.87,134.2,113.4,819.71,29.43,2294.669922
"713","2017-02-09",64.06,56.73,132.42,809.56,81.84,246000,164.04,134.14,114.08,821.36,29.59,2307.870117
"714","2017-02-10",64,56.86,132.12,813.67,82.52,246000,164.04,134.19,115.25,827.46,29.72,2316.100098
"715","2017-02-13",64.72,57.08,133.29,819.24,83,248340.05,165.85,134.05,115.88,836.53,30.04,2328.25
"716","2017-02-14",64.57,57.98,135.02,820.45,82.82,250419,166.95,133.85,116.36,836.39,30.28,2337.580078
"717","2017-02-15",64.53,58.55,135.51,818.98,83.16,250990,167.28,133.44,117.2,842.7,30.35,2349.25
"718","2017-02-16",64.52,58.12,135.345,824.16,82.3,251500,167.7,133.84,118.08,844.14,30.45,2347.219971
"719","2017-02-17",64.62,58.09,135.72,828.07,81.76,252838,168.57,133.53,118.86,845.07,30.37,2351.159912
"720","2017-02-21",64.49,58.25,136.7,831.66,81.89,253690,168.82,133.72,119.63,856.44,30.52,2365.379883
"721","2017-02-22",64.36,58.36,137.11,830.76,80.93,254151,169.61,136.12,119.52,855.61,30.33,2362.820068
"722","2017-02-23",64.62,58.49,136.53,831.33,81.78,254900,170.15,135.36,121.7,852.19,30.02,2363.810059
"723","2017-02-24",64.62,57.81,136.66,828.64,81.08,255040,170.22,135.44,122.73,845.24,30.19,2367.340088
"724","2017-02-27",64.23,58.06,136.93,829.28,81.54,255795,170.63,136.41,122.4,848.64,29.94,2369.72998
"725","2017-02-28",63.98,57.88,136.99,823.21,81.32,257100,171.42,135.54,122.21,845.04,29.81,2363.639893
"726","2017-03-01",64.94,59.73,139.79,835.24,83.02,266013,177.28,137.42,123.86,853.08,30.19,2395.959961
"727","2017-03-02",64.01,58.71,138.96,830.63,83.3,263725,175.82,136.7603,123.63,848.91,30.19,2381.919922
"728","2017-03-03",64.25,58.89,139.78,829.08,82.46,263160,175.51,137.13,123.79,849.88,30.12,2383.120117
"729","2017-03-06",64.27,58.61,139.34,827.78,82.83,263120,175.4,137.42,123.71,846.61,30,2375.310059
"730","2017-03-07",64.4,58.3,139.52,831.91,82.52,262860,175.28,137.3,123.83,846.02,29.86,2368.389893
"731","2017-03-08",64.99,58.21,139,835.37,81.03,262610,175.03,137.73,124.12,850.5,29.8,2362.97998
"732","2017-03-09",64.73,58.7,138.68,838.68,81.67,262866,175.37,138.24,125.95,853,29.66,2364.870117
"733","2017-03-10",64.93,58.85,139.14,843.25,81.61,262570,175.12,138.79,126.24,852.46,30.28,2372.600098
"734","2017-03-13",64.71,58.7,139.2,845.54,81.42,262990,175.39,139.6,126.68,854.59,29.86,2373.469971
"735","2017-03-14",64.41,58.76,138.99,845.62,80.99,261900,174.73,139.32,127.05,852.53,29.54,2365.449951
"736","2017-03-15",64.75,58.71,140.46,847.2,82,261787,174.67,139.72,128.96,852.97,29.76,2385.26001
"737","2017-03-16",64.64,59.32,140.69,848.78,82.07,260919,174.08,139.99,128.46,853.42,29.75,2381.379883
"738","2017-03-17",64.87,58.67,139.99,852.12,82,258952,172.82,139.78,128.06,852.31,29.88,2378.25
"739","2017-03-20",64.93,57.63,141.46,848.4,82,258000,172.07,139.94,128.07,856.97,29.74,2373.469971
"740","2017-03-21",64.21,55.85,139.84,830.46,81.83,253651,169.47,138.51,127.25,843.2,29.39,2344.02002
"741","2017-03-22",65.03,55.33,141.42,829.59,81.76,253880,169.3,139.59,126.26,848.06,29.53,2348.449951
"742","2017-03-23",64.87,55.25,140.92,817.58,81.86,254702.01,169.89,139.53,125.9,847.38,29.62,2345.959961
"743","2017-03-24",64.98,55.83,140.64,814.95,81.23,252301,168.66,140.34,125.48,845.61,29.72,2343.97998
"744","2017-03-27",65.1,55.39,140.88,819.51,81.25,250881,167.44,140.32,125.8,846.82,29.44,2341.590088
"745","2017-03-28",65.29,55.96,143.8,820.92,81.84,252520,168.31,141.76,125.66,856,29.62,2358.570068
"746","2017-03-29",65.47,55.67,144.12,831.41,82.02,249761,166.59,142.65,124.92,874.32,29.68,2361.129883
"747","2017-03-30",65.71,56.24,143.93,831.5,83.7,251800,167.36,142.41,124.66,876.34,29.87,2368.060059
"748","2017-03-31",65.86,55.66,143.71,829.56,82.01,249850,166.68,142.05,124.55,886.75,29.8,2362.719971
